phage_id,split,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59
KM923970,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031674787,0.0,0.0,0.069655955,0.0,0.0,0.42684025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7312211,0.0,0.0,0.0,0.0,0.16600636,1.3999366,0.0,0.0,0.4064951,0.032536387,0.0,0.0,0.026405632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7501827,0.0,0.0,0.0,0.0,0.0,0.0,0.031198673,0.0,0.0,0.88240546,0.0,0.0
KM923971,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15773748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14333624,0.0,0.0,0.0,0.0,0.0,0.5277889,0.0,0.0,0.25390843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70751226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44856128,0.0,0.068945706
KM925136,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34255534,0.0,0.0,0.43175006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841305,0.09373758,0.0,0.0,0.0,0.02123779,0.10366382,0.0,0.0,0.19423339,0.10421773,0.0,0.0,0.15349829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084169075,0.0,0.0
KP017310,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16312459,0.0,0.0,0.19926137,0.0,0.0,0.088928536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67393947,0.07267131,0.0,0.0,0.0,0.0,0.3375671,0.0,0.0,0.3230687,0.06224838,0.0,0.0,0.09669852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31742612,0.0,0.0
KP017311,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16312459,0.0,0.0,0.19926137,0.0,0.0,0.088928536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67393947,0.07267131,0.0,0.0,0.0,0.0,0.3375671,0.0,0.0,0.3230687,0.06224838,0.0,0.0,0.09669852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31742612,0.0,0.0
KP027195,train,0.0,0.0,0.0,0.0,0.0,0.0,0.8520382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11586338,0.10883777,0.0,0.953873,0.0,0.0,0.0,0.0,0.0,0.34390736,0.0,0.16644004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16414233,0.0,0.0,0.9542866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18409218,0.0,0.0,0.29480284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023284838
KP027196,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049366735,0.0,0.0,0.0,0.0,0.04488974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1824095,0.14282537,0.0,0.0,0.0,0.0,0.14647263,0.0,0.0,0.075657055,0.12846223,0.0,0.0,0.03259861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23867348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP027198,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035789087,0.0,0.031905558,0.021230089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15693033,0.0,0.0,0.0,0.0,0.14686611,0.26504475,0.0,0.0,0.0,0.0,0.0,0.0,0.065026455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32297522,0.05126891,0.013124066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032753002,0.0,0.0
KP027202,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12354784,0.0,0.49579424,0.08456847,0.0,0.0,0.0,0.0,0.0,0.0,0.2093484,0.0,0.22761002,0.0,0.0,0.0,0.0,0.0,0.0,0.040097177,0.0,0.0,0.0,0.0,0.29791775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1749526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15513198,0.06505207,0.0,0.32415834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP027203,train,0.0,0.0,0.0,0.0,0.0,0.0,0.3348969,0.0,0.0,0.0988636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35244435,0.0,0.0,0.0,0.0,0.0,0.011089832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050254285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5191995,0.3772006,0.0,0.31263405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP027204,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11345821,0.0,0.0,0.0,0.0,0.076842874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09276496,0.13144895,0.0,0.0,0.0,0.0,0.24144587,0.0,0.0,0.104727216,0.2194519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32122242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032681584,0.0,0.02465424
KP027207,train,0.0,0.0,0.0,0.0,0.0,0.0,0.5767642,0.0,0.0,0.45931497,0.06262311,0.0,0.0,0.0,0.0,0.0,0.0,0.0037939101,0.0,0.21633336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061119284,0.5531545,0.0,0.49096096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15829377
KP027208,train,0.0,0.0,0.0,0.0,0.0,0.0,0.6998786,0.0,0.07315244,0.6711001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38810098,0.0,0.86624205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07721089,0.0,0.0,0.0,0.1295811,0.0,0.0,0.0,0.0,0.0,0.0,0.46067458,0.054053128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP027209,train,0.0,0.0,0.0,0.0,0.0,0.0,0.70452464,0.0,0.15759525,0.6160757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41471034,0.0,1.0207689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12037602,0.0,0.0,0.0,0.028350204,0.0,0.0,0.0,0.0,0.028113097,0.0,0.36275637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7805791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP057620,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18659684,0.0,0.0,0.23155603,0.0,0.0,0.03763924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03436163,0.5887564,0.0,0.0,0.0,0.0,0.0,0.2692819,0.0,0.0,0.29708132,0.03372228,0.0,0.0,0.04427938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45651698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32348508,0.0,0.0
KP273225,train,0.0,0.0,0.0,0.0,0.0,0.0,0.39026952,0.04897961,0.0,0.6672435,0.10766885,0.0,0.0,0.0,0.0,0.0,0.0,0.22294673,0.0,0.55653673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11820936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013917431,0.34701166,0.0,0.7075056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP790011,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03765341,0.17841437,0.0,0.21883152,0.0,0.0,0.0,0.0,0.0,0.0,0.03972217,0.0,0.07158549,0.0,0.0,0.0,0.0,0.0,0.09933053,0.11488333,0.12765062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012594096,0.3009795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109820604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03705115
KR053195,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29504415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833709,0.0,0.0,0.28163886,0.0,0.0,0.12155077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827992,0.0,0.16364658,0.0,0.0,0.0,0.0,0.014939126,0.0,0.0,0.7399082,0.0,0.25431073
KR053197,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072079495,0.07240913,0.012668356,0.21956627,0.0,0.0,0.10490163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35651818,0.0,0.0,0.0,0.0,0.20163111,0.7498808,0.0,0.0,0.0,0.16812637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8006988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17274785,0.0,0.0
KR053198,train,0.0,0.0,0.0,0.0,0.0,0.0,0.06018781,0.14395979,0.0,0.0,0.31548658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090147525,0.0,0.0,0.0,0.0,0.0,0.0,0.35054982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684513,0.0,0.57748836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38206923,0.0,0.32800347
KR053199,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3128655,0.79941165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46346837,0.0,0.33479124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36087093,0.0,0.0,0.0,0.4389606,0.0,0.0,0.0,0.0,0.1734817,0.0,0.0,0.25640684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36823082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR053200,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30906448,0.0,0.0,0.0,0.1175538,0.0,0.0,0.0,0.074993804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29846042,0.17830643,0.0,0.0,0.0,0.50503623,0.3714534,0.0,0.0,0.0,0.0,0.0,0.16717978,0.3829703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5019726,0.16343398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR063278,train,0.0,0.0,0.0,0.0,0.0,0.0,1.328749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29868585,0.0,0.0,0.0,0.0,0.0,0.31972688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28214055,0.63371414,0.0,0.3182547,0.0,0.0,0.0,0.0,0.0,0.12689346,0.0,0.50788873
KR063279,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0662975,0.0,0.7760603,0.0,0.07788327,0.0,0.0,0.0895401,0.0,0.0,0.13750727,0.11191505,0.0,0.34398797,0.0,0.0,0.0,0.0,0.0,0.5651369,0.0,0.807387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36247978,1.0283169,0.0,0.11597848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028696738,0.0,0.0,0.10165758,0.0,0.0,0.0,0.0,0.37652785
KR063280,train,0.0,0.0,0.0,0.0,0.0,0.0,0.08145688,0.0012991279,0.0,0.0,0.07304008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19554223,0.0,0.0,0.0,0.0,0.0,0.0,0.32446143,0.0,0.0,0.20482361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3839865,0.05332306,0.3941715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279842,0.0,0.30790257
KR063281,train,0.0,0.0,0.0,0.0,0.0,0.0,0.7098596,0.0,0.0,0.0,0.0,0.0,0.0,0.29490405,0.0,0.0,0.036527548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09566295,0.0,0.0,0.0,0.0,0.0,0.0,0.09926818,0.0,0.0,0.31433633,0.0,0.0,1.1622314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38595545,0.5350329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3339948,0.0,0.0462054
KR080193,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15399188,0.0,0.0,0.18258059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38667643,0.0,0.0,0.0,0.0,0.0,0.192048,0.0,0.0,0.1651276,0.0,0.0,0.0,0.01892303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31172726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21979234,0.0,0.0
KR080194,train,0.0,0.0,0.0,0.0,0.0,0.0,0.63928264,0.0,0.03588754,0.39584732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22130592,0.0,0.6064291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025356635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46143615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR080195,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001225248,0.0,0.0,0.18207125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465997,0.0,0.0,0.0,0.0,0.020385504,0.63331735,0.0,0.0,0.24202383,0.0,0.0,0.0,0.004227951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84125686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414172,0.0,0.0
KR080196,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113430545,0.3018615,0.0,0.50462544,0.0,0.0,0.0,0.0,0.0,0.0,0.30024597,0.4580764,0.0,0.0,0.0,0.08105447,0.0,0.0,0.0,0.0,0.086972624,0.0,0.06544894,0.30684936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14987803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR080197,train,0.0,0.0,0.0,0.0,0.0,0.0,0.4715072,0.0,0.0,0.0,0.0,0.0,0.0,0.15575725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08307036,0.0,0.0,0.0,1.1164322,0.0,0.0,0.071187064,0.0,0.0,0.015975624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1434252,0.33337402,0.93612516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96726155,0.0,0.55395377
KR080198,train,0.0,0.0,0.0,0.0,0.0,0.0,0.8669954,0.0,0.1713084,1.4786599,0.13992694,0.0,0.0,0.0,0.0,0.0,0.0,0.3011275,0.0,0.21845138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44596782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6660811,0.0,0.8431456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013459325
KR080199,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722406,0.0,0.0,0.0,0.0,0.0,0.06914815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570943,0.093741596,0.0,0.0,0.0,0.0802521,0.15894188,0.0,0.0,0.23139325,0.0,0.0,0.0,0.2438345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39466947,0.161119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157691,0.0,0.0
KR080200,train,0.0,0.0,0.0,0.0,0.0,0.0,0.6425111,0.0,0.03473188,0.40089503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22243968,0.0,0.6037644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033367425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39912096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45858663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR080201,train,0.0,0.0,0.0,0.0,0.0,0.0,0.48087367,0.0,0.06901224,0.44097552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25711387,0.0,0.4922735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10315493,0.0,0.0,0.0,0.09504989,0.0,0.0,0.0,0.0,0.0,0.0,0.3935203,0.04518658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3576511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR080202,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03758703,0.37143117,1.394878,0.20585498,0.0,0.0,0.0,0.0,0.0,0.0,0.26456076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07522422,0.050118566,0.0,0.0,0.0,0.9580446,0.75949115,0.0,0.0,0.0,0.1670025,0.0,0.0,0.21391833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4710935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR080203,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026255772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306735,0.0,0.0,0.0059060454,0.0,0.0,0.016906686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28014085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743645,0.0,0.0
KR080204,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08212437,0.0,0.0,0.15034954,0.0,0.0,0.0,0.0,0.0,0.03727503,0.0,0.0,0.014912102,0.0,0.0,0.0,0.0,0.0,0.33900705,0.10108282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30982095,0.0354369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29520655,0.0,0.1531002
KR080205,train,0.0,0.0,0.0,0.0,0.0,0.0,0.28778887,0.021728935,0.0,0.29208922,0.115130275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013151657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028103,0.0,0.23194066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11263792
KR080206,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15275599,0.0,0.0,0.02858452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25581712,0.0,0.0,0.0,0.0,0.1542017,0.1185192,0.0,0.0,0.0,0.0,0.0,0.0,0.15123752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2200576,0.5055665,0.18623173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13289957,0.0,0.0
KR781349,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26941058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36160374,0.0,0.34024864,0.0,0.0,0.0,0.0,0.0,0.0,0.27794954,0.45710477,0.0,0.0,0.0,0.36805135,0.0,0.0,0.0,0.0,0.0,0.0,0.27375552,0.4971473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077926636,0.0,0.0,0.023236081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR816508,train,0.0,0.0,0.0,0.0,0.0,0.0,0.6919938,0.0,0.14074326,0.59759164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41327295,0.0,1.0269688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12488972,0.0,0.0,0.0,0.029198319,0.0,0.0,0.0,0.0,0.010016203,0.0,0.37882197,0.0028859377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76829183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR824843,train,0.0,0.0,0.0,0.0,0.0,0.0,0.5764477,0.0,0.0,0.0,0.1489274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084458,0.0,0.0,0.0,0.0,0.0,0.3800063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050043933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5044598,0.0,0.43872094,0.0,0.0,0.0,0.0,0.0,0.0961676,0.0,0.4481501
KR935214,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989988,0.0,0.0,0.0,0.0,0.05554253,0.0,0.0,0.0,0.16553974,0.0,0.07222879,0.0,0.0,0.0,0.0,0.0,0.0,0.094638705,0.48508424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029285029,0.3427313,0.0,0.17807218,0.08422084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR997929,train,0.0,0.0,0.0,0.0,0.0,0.0,0.18884468,0.0,0.17300676,0.3775819,0.019207358,0.0,0.0,0.0,0.0,0.0,0.0,0.042963475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11674884,0.16387579,0.0,0.0,0.0,0.16647936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033135265,0.0,0.0,0.0,0.024872718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01260332
KR997931,train,0.0,0.0,0.0,0.0,0.0,0.0,0.036555547,0.0,0.7872762,0.32748792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46750128,0.0,0.4093653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86429054,0.0,0.0,0.0,0.034402326,0.0,0.0,0.0,0.0,0.7805924,0.0,0.21162507,0.05160355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23611498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR997932,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30115396,0.4798731,0.0,0.0,0.0,0.14187932,0.0,0.0,0.0,0.35529226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74636215,0.7020734,0.0,0.0,0.0,0.6934057,0.30857047,0.0,0.0,0.0,0.18895373,0.0,0.032434165,0.5962105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR997933,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72897524,0.0,0.0,1.0987182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28234893,0.8528351,0.0,0.0,0.0,0.0,0.0,0.34598577,0.0,0.0,0.24965173,0.21061474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31456608,0.0,0.5047956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59966326,0.0,0.27633408
KR997934,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13254,0.12423497,0.0,0.0,0.0,0.023892367,0.0,0.0,0.0,0.12095922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28843457,0.28485858,0.0,0.0,0.0,0.21232963,0.11161805,0.0,0.0,0.0,0.13859203,0.0,0.0,0.19171262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16881442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR997967,train,0.0,0.0,0.0,0.0,0.0,0.0,0.69468147,0.0,0.099116735,0.6983731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3965327,0.0,0.85941344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08194371,0.0,0.0,0.0,0.13671383,0.0,0.0,0.0,0.0,0.0,0.0,0.42994624,0.044560313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67376214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR997968,train,0.0,0.0,0.0,0.0,0.0,0.0,0.036555547,0.0,0.7872762,0.32748792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46750128,0.0,0.4093653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86429054,0.0,0.0,0.0,0.034402326,0.0,0.0,0.0,0.0,0.7805924,0.0,0.21162507,0.05160355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23611498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
