id,taxid,superkingdom,organism,title,valid
CP001047,243272,Bacteria,Metamycoplasma arthritidis 158L3-1,"Mycoplasma arthritidis 158L3-1, complete genome",True
AP014520,1407647,Bacteria,Aggregatibacter actinomycetemcomitans NUM4039,"Aggregatibacter actinomycetemcomitans NUM4039 DNA, complete genome",True
CP011132,1261127,Bacteria,Citrobacter amalonaticus Y19,"Citrobacter amalonaticus Y19, complete genome",True
CP016889,549,Bacteria,Pantoea agglomerans,"Pantoea agglomerans strain C410P1, complete sequence",True
LR134359,32021,Bacteria,Campylobacter jejuni subsp. doylei,"Campylobacter jejuni subsp. doylei strain NCTC11951 genome assembly, chromosome: 1",True
QBMC01000001,47253,Bacteria,Leptolyngbya foveolarum,"MAG: Leptolyngbya foveolarum isolate ULC129bin1 scaffold1_size77038, whole genome shotgun sequence",True
CP000967,360094,Bacteria,Xanthomonas oryzae pv. oryzae PXO99A,"Xanthomonas oryzae pv. oryzae PXO99A, complete genome",True
CP023044,75985,Bacteria,Mannheimia haemolytica,"Mannheimia haemolytica strain 191 chromosome, complete genome",True
CP007641,1432049,Bacteria,Rhizobium etli bv. phaseoli str. IE4803,"Rhizobium etli bv. phaseoli str. IE4803, complete genome",True
CP017420,180282,Bacteria,Delftia tsuruhatensis,"Delftia tsuruhatensis strain CM13, complete genome",True
NZ_LT629770,199592,Bacteria,Microbacterium paraoxydans,Microbacterium paraoxydans strain DSM 15019 chromosome I,True
CP011256,56448,Bacteria,Xanthomonas arboricola,"Xanthomonas arboricola strain 17, complete genome",True
NZ_FNOF01000001,28442,Archaea,Haloarcula vallismortis,"Haloarcula vallismortis strain DSM 3756, whole genome shotgun sequence",True
CP022580,36822,Bacteria,Gordonia rubripertincta,"Gordonia rubripertincta strain CWB2 chromosome, complete genome",True
CP012648,1302,Bacteria,Streptococcus gordonii,"Streptococcus gordonii strain KCOM 1506 (= ChDC B679), complete genome",True
NC_011184,388396,Bacteria,Aliivibrio fischeri MJ11,"Aliivibrio fischeri MJ11 chromosome I, complete sequence",True
CP003563,1185652,Bacteria,Sinorhizobium fredii USDA 257,"Sinorhizobium fredii USDA 257, complete genome",True
NC_016776,862962,Bacteria,Bacteroides fragilis 638R,"Bacteroides fragilis 638R, complete sequence",True
NREQ02000002,329,Bacteria,Ralstonia pickettii,"Ralstonia pickettii strain ICMP-8657 scaffold2_size5024906, whole genome shotgun sequence",True
NZ_KN150939,28450,Bacteria,Burkholderia pseudomallei,"Burkholderia pseudomallei strain BDT scaffold1, whole genome shotgun sequence",True
MH400164,1931,Bacteria,Streptomyces sp.,"Streptomyces sp. strain SD50 meijiemycin biosynthetic gene cluster, complete sequence",True
CP000113,246197,Bacteria,Myxococcus xanthus DK 1622,"Myxococcus xanthus DK 1622, complete genome",True
NZ_JMSZ01000016,267850,Bacteria,Nitrincola lacisaponensis,"Nitrincola lacisaponensis strain 4CA MTCC16316_S1_L001_R1_001_(paired)_contig_5, whole genome shotgun sequence",True
CP001312,272942,Bacteria,Rhodobacter capsulatus SB 1003,"Rhodobacter capsulatus SB 1003, complete genome",True
MH202953,7962,Eukaryota,Cyprinus carpio,"Cyprinus carpio mitochondrion, complete genome",False
CP019668,95486,Bacteria,Burkholderia cenocepacia,"Burkholderia cenocepacia strain VC7848 chromosome, complete genome",True
AP014565,996633,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553,"Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553 DNA, complete genome",True
QOUU01000001,1591,Bacteria,Lactobacillus sp.,"MAG: Lactobacillus sp. isolate LAC1 MaxBin_003_0, whole genome shotgun sequence",True
NZ_KN150799,550,Bacteria,Enterobacter cloacae,"Enterobacter cloacae strain ATCC 13047 scaffold1, whole genome shotgun sequence",True
NZ_AOJL01000060,1227466,Archaea,Halorubrum coriense DSM 10284,"Halorubrum coriense DSM 10284 contig_60, whole genome shotgun sequence",True
CP014617,33894,Bacteria,Mycobacterium tuberculosis variant africanum,Mycobacterium africanum strain UT307 genome,True
NZ_FNLM01000034,158898,Bacteria,Gordonia westfalica,"Gordonia westfalica strain DSM 44215, whole genome shotgun sequence",True
NVUC01000001,1903071,Bacteria,Sulfitobacter sp.,"MAG: Sulfitobacter sp. isolate NORP99 Contig_source1383C_1004, whole genome shotgun sequence",True
MRCG01000001,549789,Bacteria,Phormidium tenue NIES-30,"Phormidium tenue NIES-30 NIES-30_Scaffold_1, whole genome shotgun sequence",True
AP009552,449447,Bacteria,Microcystis aeruginosa NIES-843,"Microcystis aeruginosa NIES-843 DNA, complete genome",True
KC900889,33658,Eukaryota,Phaeocystis globosa,"Phaeocystis globosa strain Pg-G(A) chloroplast, complete genome",False
NZ_BCTM01000001,1218112,Bacteria,Kluyvera cryocrescens NBRC 102467,"Kluyvera cryocrescens NBRC 102467, whole genome shotgun sequence",True
LR134235,244366,Bacteria,Klebsiella variicola,"Klebsiella variicola strain NCTC9668 genome assembly, chromosome: 1",True
NZ_CDQJ01000001,305,Bacteria,Ralstonia solanacearum,"Ralstonia solanacearum strain CFBP3858, whole genome shotgun sequence",True
CP023483,2756,Bacteria,Brochothrix thermosphacta,"Brochothrix thermosphacta strain BI chromosome, complete genome",True
MH841968,9940,Eukaryota,Ovis aries,"Ovis aries mitochondrion, complete genome",False
CP023315,155892,Bacteria,Caulobacter vibrioides,"Caulobacter vibrioides strain CB13b1a chromosome, complete genome",True
CP029760,34085,Bacteria,Riemerella anatipestifer,"Riemerella anatipestifer strain RCAD0133 chromosome, complete genome",True
CP018363,439334,Bacteria,Mycobacterium avium subsp. hominissuis,"Mycobacterium avium subsp. hominissuis strain H87 chromosome, complete genome",True
NZ_LR215978,435591,Bacteria,Parabacteroides distasonis ATCC 8503,Parabacteroides distasonis ATCC 8503 isolate Parabacteroides distasonis 82G9 chromosome 1,True
CP026337,29459,Bacteria,Brucella melitensis,"Brucella melitensis strain CIT43 chromosome, complete genome",True
CP024710,1089444,Bacteria,Dickeya solani,"Dickeya solani strain IFB0223 chromosome, complete genome",True
NZ_ALPT02000001,1218173,Bacteria,Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604,"Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604 strain AV1934 contig00001, whole genome shotgun sequence",True
NZ_CCKZ01000001,54388,Bacteria,Salmonella enterica subsp. enterica serovar Paratyphi A,"Salmonella enterica subsp. enterica serovar Paratyphi A, whole genome shotgun sequence",True
NZ_CM007353,1449093,Bacteria,Lactococcus cremoris subsp. cremoris IBB477,"Lactococcus cremoris subsp. cremoris IBB477 chromosome, whole genome shotgun sequence",True
NZ_KV917375,79882,Bacteria,Sutcliffiella halmapala,"Sutcliffiella halmapala strain DSM 8723 Scaffold1, whole genome shotgun sequence",True
NC_007288,2903,Eukaryota,Emiliania huxleyi,"Emiliania huxleyi chloroplast, complete genome",False
RKIY01000003,1409,Bacteria,Bacillus sp. (in: firmicutes),"Bacillus sp. (in: firmicutes) strain FDAARGOS_509 unitig_0_quiver_quiver_pilon, whole genome shotgun sequence",True
NZ_FNSA01000003,57704,Bacteria,Tsukamurella tyrosinosolvens,"Tsukamurella tyrosinosolvens strain DSM 44234, whole genome shotgun sequence",True
CP013197,2133,Bacteria,Spiroplasma citri,"Spiroplasma citri strain R8-A2, complete sequence",True
AP018216,1973479,Bacteria,Trichormus variabilis NIES-23,"Trichormus variabilis NIES-23 DNA, nearly complete genome",True
CP014326,28037,Bacteria,Streptococcus mitis,"Streptococcus mitis strain SVGS_061, complete genome",True
NZ_AOLS01000062,662475,Archaea,Haloarcula marismortui ATCC 33799,"Haloarcula marismortui ATCC 33799 contig_62, whole genome shotgun sequence",True
CP009902,1392,Bacteria,Bacillus anthracis,"Bacillus anthracis strain 2002013094, complete genome",True
SIMC01000001,2081791,Bacteria,Rhizobium ruizarguesonis,"Rhizobium ruizarguesonis strain SM77 chrom_SM77, whole genome shotgun sequence",True
NZ_BAFC01000022,1089453,Bacteria,Gordonia sputi NBRC 100414,"Gordonia sputi NBRC 100414, whole genome shotgun sequence",True
MTKC01000003,146922,Bacteria,Streptomyces griseofuscus,"Streptomyces griseofuscus strain NG1-7 NG1-17_1_1, whole genome shotgun sequence",True
CP029897,90370,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_213147 chromosome, complete genome",True
CP002815,1031709,Bacteria,Cutibacterium acnes 6609,"Propionibacterium acnes 6609, complete genome",True
NZ_KE356190,1112251,Bacteria,Chlamydia psittaci 99DC5,"Chlamydia psittaci 99DC5 CP_99DC5.contig.63, whole genome shotgun sequence",True
NZ_JYBP01000003,1462,Bacteria,Geobacillus kaustophilus,"Geobacillus kaustophilus strain Et7/4 LG52.Contig26, whole genome shotgun sequence",True
CP005486,1597,Bacteria,Lacticaseibacillus paracasei,"Lactobacillus paracasei strain LOCK919, complete genome",True
HF571988,1262462,Bacteria,Yersinia enterocolitica (type O:5) str. YE53/03,Yersinia enterocolitica (type O:5) YE53/03 complete genome,True
CP031023,29397,Bacteria,Lactobacillus delbrueckii subsp. lactis,"MAG: Lactobacillus delbrueckii subsp. lactis isolate NWC_2_2 chromosome, complete genome",True
NZ_AOLR01000018,662476,Archaea,Haloarcula marismortui ATCC 33800,"Haloarcula marismortui ATCC 33800 contig_18, whole genome shotgun sequence",True
NC_001700,9685,Eukaryota,Felis catus,"Felis catus mitochondrion, complete genome",False
AP014630,106649,Bacteria,Acinetobacter guillouiae,"Acinetobacter guillouiae DNA, complete geonome, strain: NBRC 110550",True
CP019576,1502,Bacteria,Clostridium perfringens,"Clostridium perfringens strain Del1, complete sequence",True
NZ_MSEI01000003,1929465,Bacteria,Idiomarina sp. 5.13,"Idiomarina sp. 5.13 contig_03, whole genome shotgun sequence",True
BA000030,227882,Bacteria,Streptomyces avermitilis MA-4680 = NBRC 14893,"Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome",True
CP001713,406984,Bacteria,Chlamydia pneumoniae LPCoLN,"Chlamydophila pneumoniae LPCoLN, complete genome",True
NZ_DF968533,146537,Bacteria,Streptomyces azureus,"Streptomyces azureus strain ATCC 14921, whole genome shotgun sequence",True
NZ_CP023484,2037915,Bacteria,Dickeya sp. Secpp 1600,"Dickeya sp. Secpp 1600 chromosome, complete genome",True
NZ_AEUT02000001,873447,Bacteria,Streptococcus parauberis NCFD 2020,"Streptococcus parauberis NCFD 2020 chromosome, whole genome shotgun sequence",True
NZ_GG657757,591159,Bacteria,Streptomyces viridochromogenes DSM 40736,"Streptomyces viridochromogenes DSM 40736 supercont1.1, whole genome shotgun sequence",True
FN554889,680198,Bacteria,Streptomyces scabiei 87.22,Streptomyces scabiei 87.22 complete genome,True
CP021427,1596,Bacteria,Lactobacillus gasseri,"Lactobacillus gasseri strain 4M13, complete genome",True
